test_id,interval_start_utc,interval_end_utc,p_sched_kw,p_actual_mean_kw,p_actual_median_kw,tracking_error_kw,steady_tracking_error_kw,abs_tracking_error_kw,steady_abs_tracking_error_kw,relative_tracking_error,sign_aware_actual_kw,shortfall_kw,steady_shortfall_kw,shortfall_kwh,steady_shortfall_kwh,requested_kwh_abs,delivered_ratio,direction,actual_sample_count,steady_sample_count,interval_usable
2,2024-05-28 12:45:00+00:00,2024-05-28 13:00:00+00:00,0.0,-1.8966666666666667,-2.0,-1.8966666666666667,-1.911904761904762,1.8966666666666667,1.911904761904762,1.8966666666666667,-1.8966666666666667,1.8966666666666667,1.911904761904762,0.4741666666666667,0.4461111111111111,0.0,,idle,900,840,True
2,2024-05-28 13:00:00+00:00,2024-05-28 13:15:00+00:00,0.0,-2488.8922222222222,-2521.0,-2488.8922222222222,-2520.4964285714286,2488.8922222222222,2520.4964285714286,2488.8922222222222,-2488.8922222222222,2488.8922222222222,2520.4964285714286,622.2230555555556,588.1158333333333,0.0,,idle,900,840,True
2,2024-05-28 13:15:00+00:00,2024-05-28 13:30:00+00:00,0.0,-32.111111111111114,-2.0,-32.111111111111114,-1.6035714285714286,32.111111111111114,1.6035714285714286,32.111111111111114,-32.111111111111114,32.111111111111114,1.6035714285714286,8.027777777777779,0.37416666666666665,0.0,,idle,900,840,True
2,2024-05-28 13:30:00+00:00,2024-05-28 13:45:00+00:00,0.0,-1.8022222222222222,-2.0,-1.8022222222222222,-1.8226190476190476,1.8022222222222222,1.8226190476190476,1.8022222222222222,-1.8022222222222222,1.8022222222222222,1.8226190476190476,0.45055555555555554,0.42527777777777775,0.0,,idle,900,840,True
2,2024-05-28 13:45:00+00:00,2024-05-28 14:00:00+00:00,0.0,-1.7466666666666666,-2.0,-1.7466666666666666,-1.7535714285714286,1.7466666666666666,1.7535714285714286,1.7466666666666666,-1.7466666666666666,1.7466666666666666,1.7535714285714286,0.43666666666666665,0.4091666666666667,0.0,,idle,900,840,True
2,2024-05-28 14:00:00+00:00,2024-05-28 14:15:00+00:00,-2520.0,-1296.2977777777778,-1310.0,1223.7022222222222,1208.7071428571428,1223.7022222222222,1208.7071428571428,0.48559611992945323,1296.2977777777778,1223.7022222222222,1208.7071428571428,305.92555555555555,282.0316666666667,630.0,0.5144038800705467,charge,900,840,True
2,2024-05-28 14:15:00+00:00,2024-05-28 14:30:00+00:00,0.0,-15.916666666666666,-3.0,-15.916666666666666,-1.9392857142857143,15.916666666666666,1.9392857142857143,15.916666666666666,-15.916666666666666,15.916666666666666,1.9392857142857143,3.9791666666666665,0.4525,0.0,,idle,900,840,True
2,2024-05-28 14:30:00+00:00,2024-05-28 14:45:00+00:00,0.0,-1.8177777777777777,-2.0,-1.8177777777777777,-1.8107142857142857,1.8177777777777777,1.8107142857142857,1.8177777777777777,-1.8177777777777777,1.8177777777777777,1.8107142857142857,0.45444444444444443,0.4225,0.0,,idle,900,840,True
2,2024-05-28 14:45:00+00:00,2024-05-28 15:00:00+00:00,-2.049915792667889e-12,-1.8166666666666667,-2.0,-1.8166666666646167,-1.7738095238074738,1.8166666666646167,1.7738095238074738,1.8166666666646167,1.8166666666666667,0.0,0.0,0.0,0.0,5.124789481669723e-13,886215264629.1595,charge,900,840,True
2,2024-05-28 15:00:00+00:00,2024-05-28 15:15:00+00:00,-1311.646466611228,-100.01777777777778,-102.0,1211.6286888334503,1210.7631332778947,1211.6286888334503,1210.7631332778947,0.9237463902630837,100.01777777777778,1211.6286888334503,1210.7631332778947,302.90717220836257,282.5113977648421,327.911616652807,0.07625360973691628,charge,900,840,True
