sessionID,site,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,n_userInputs,kWhRequested_last,requestedDeparture_last,minutesAvailable_last,modifiedAt_last,kWhRequested_first,t_slack_h,connection_age_min,reported_remaining_min,reported_minutes_available,requested_kwh,reported_need_min,split
2_39_139_28_2019-05-21 01:10:04.466161,caltech,"Tue, 21 May 2019 01:10:04 GMT","Tue, 21 May 2019 02:55:34 GMT","Tue, 21 May 2019 02:25:55 GMT",7.886,1,8.0,"Tue, 21 May 2019 02:10:04 GMT",60.0,"Tue, 21 May 2019 01:10:14 GMT",8.0,0.49416666666666664,0.16666666666666666,59.833333333333336,60.0,8.0,66.66666666666667,validation
2_39_139_28_2019-05-21 04:36:26.058298,caltech,"Tue, 21 May 2019 04:36:26 GMT","Wed, 22 May 2019 05:30:57 GMT","Tue, 21 May 2019 08:20:00 GMT",11.847,1,15.0,"Tue, 21 May 2019 05:36:26 GMT",60.0,"Tue, 21 May 2019 04:36:56 GMT",15.0,21.1825,0.5,59.5,60.0,15.0,125.00000000000001,validation
2_39_79_378_2019-05-21 05:25:22.628517,caltech,"Tue, 21 May 2019 05:25:23 GMT","Tue, 21 May 2019 14:01:09 GMT","Tue, 21 May 2019 08:22:46 GMT",13.544,1,28.0,"Tue, 21 May 2019 12:56:23 GMT",451.0,"Tue, 21 May 2019 05:26:13 GMT",28.0,5.639722222222222,0.8333333333333334,450.1666666666667,451.0,28.0,233.33333333333334,validation
2_39_89_25_2019-05-21 13:04:09.432614,caltech,"Tue, 21 May 2019 13:04:09 GMT","Tue, 21 May 2019 14:19:42 GMT","Tue, 21 May 2019 14:19:37 GMT",3.994,1,8.0,"Tue, 21 May 2019 14:05:09 GMT",61.0,"Tue, 21 May 2019 13:04:48 GMT",8.0,0.001388888888888889,0.65,60.35,61.0,8.0,66.66666666666667,validation
2_39_88_24_2019-05-21 13:31:33.495853,caltech,"Tue, 21 May 2019 13:31:33 GMT","Tue, 21 May 2019 18:44:54 GMT","Tue, 21 May 2019 16:57:07 GMT",17.475,1,21.84,"Tue, 21 May 2019 18:43:33 GMT",312.0,"Tue, 21 May 2019 13:31:36 GMT",21.84,1.7963888888888888,0.05,311.95,312.0,21.84,182.0,validation
2_39_78_366_2019-05-21 14:20:40.350824,caltech,"Tue, 21 May 2019 14:20:40 GMT","Wed, 22 May 2019 00:21:40 GMT","Tue, 21 May 2019 23:29:34 GMT",46.144,1,48.0,"Tue, 21 May 2019 18:12:40 GMT",232.0,"Tue, 21 May 2019 14:21:06 GMT",48.0,0.8683333333333333,0.43333333333333335,231.56666666666666,232.0,48.0,399.99999999999994,validation
2_39_131_30_2019-05-21 14:26:55.958399,caltech,"Tue, 21 May 2019 14:26:56 GMT","Wed, 22 May 2019 00:52:19 GMT","Tue, 21 May 2019 16:37:21 GMT",13.851,1,20.0,"Tue, 21 May 2019 21:55:56 GMT",449.0,"Tue, 21 May 2019 14:29:08 GMT",20.0,8.249444444444444,2.2,446.8,449.0,20.0,166.66666666666666,validation
2_39_124_558_2019-05-21 14:39:35.972553,caltech,"Tue, 21 May 2019 14:39:36 GMT","Tue, 21 May 2019 21:49:44 GMT","Tue, 21 May 2019 17:14:59 GMT",8.527,1,10.0,"Tue, 21 May 2019 21:23:36 GMT",404.0,"Tue, 21 May 2019 14:40:46 GMT",10.0,4.579166666666667,1.1666666666666667,402.8333333333333,404.0,10.0,83.33333333333333,validation
2_39_123_23_2019-05-21 15:05:11.192556,caltech,"Tue, 21 May 2019 15:05:11 GMT","Tue, 21 May 2019 23:33:24 GMT","Tue, 21 May 2019 15:58:03 GMT",2.588,1,8.0,"Tue, 21 May 2019 18:48:11 GMT",223.0,"Tue, 21 May 2019 15:05:29 GMT",8.0,7.589166666666666,0.3,222.7,223.0,8.0,66.66666666666667,validation
2_39_91_437_2019-05-21 15:17:13.654997,caltech,"Tue, 21 May 2019 15:17:30 GMT","Wed, 22 May 2019 00:07:28 GMT","Tue, 21 May 2019 16:35:51 GMT",8.156,1,12.0,"Tue, 21 May 2019 23:39:30 GMT",502.0,"Tue, 21 May 2019 15:17:30 GMT",12.0,7.526944444444444,0.0,502.0,502.0,12.0,99.99999999999999,validation
2_39_127_19_2019-05-21 15:30:08.296784,caltech,"Tue, 21 May 2019 15:30:08 GMT","Wed, 22 May 2019 01:11:00 GMT","Tue, 21 May 2019 16:58:36 GMT",4.653,1,7.5,"Tue, 21 May 2019 19:01:08 GMT",211.0,"Tue, 21 May 2019 15:31:06 GMT",7.5,8.206666666666667,0.9666666666666667,210.03333333333333,211.0,7.5,62.50000000000001,validation
2_39_130_31_2019-05-21 15:33:18.053266,caltech,"Tue, 21 May 2019 15:33:18 GMT","Wed, 22 May 2019 00:27:12 GMT","Tue, 21 May 2019 17:28:26 GMT",6.583,1,9.39,"Wed, 22 May 2019 00:18:18 GMT",525.0,"Tue, 21 May 2019 15:33:28 GMT",9.39,6.979444444444445,0.16666666666666666,524.8333333333334,525.0,9.39,78.25,validation
2_39_128_18_2019-05-21 15:43:12.127465,caltech,"Tue, 21 May 2019 15:43:12 GMT","Tue, 21 May 2019 17:11:28 GMT","Tue, 21 May 2019 17:03:07 GMT",7.87,2,8.0,"Tue, 21 May 2019 16:43:12 GMT",60.0,"Tue, 21 May 2019 15:43:52 GMT",8.0,0.13916666666666666,0.6666666666666666,59.333333333333336,60.0,8.0,66.66666666666667,validation
2_39_79_377_2019-05-21 15:45:34.214323,caltech,"Tue, 21 May 2019 15:45:34 GMT","Wed, 22 May 2019 00:04:51 GMT","Tue, 21 May 2019 18:23:55 GMT",11.257,1,17.52,"Tue, 21 May 2019 19:37:34 GMT",232.0,"Tue, 21 May 2019 15:46:05 GMT",17.52,5.682222222222222,0.5166666666666667,231.48333333333332,232.0,17.52,146.0,validation
2_39_89_25_2019-05-21 15:59:43.252194,caltech,"Tue, 21 May 2019 15:59:43 GMT","Wed, 22 May 2019 00:56:34 GMT","Tue, 21 May 2019 16:44:42 GMT",1.926,1,6.0,"Tue, 21 May 2019 21:09:43 GMT",310.0,"Tue, 21 May 2019 15:59:59 GMT",6.0,8.197777777777778,0.26666666666666666,309.73333333333335,310.0,6.0,49.99999999999999,validation
2_39_129_17_2019-05-21 16:01:59.007777,caltech,"Tue, 21 May 2019 16:01:59 GMT","Wed, 22 May 2019 01:48:52 GMT","Tue, 21 May 2019 17:20:58 GMT",4.492,1,30.0,"Tue, 21 May 2019 23:00:59 GMT",419.0,"Tue, 21 May 2019 16:02:03 GMT",30.0,8.465,0.06666666666666667,418.93333333333334,419.0,30.0,250.00000000000003,validation
2_39_125_21_2019-05-21 16:03:50.109267,caltech,"Tue, 21 May 2019 16:03:50 GMT","Wed, 22 May 2019 01:46:24 GMT","Tue, 21 May 2019 17:48:35 GMT",5.718,1,6.66,"Tue, 21 May 2019 23:08:50 GMT",425.0,"Tue, 21 May 2019 16:04:23 GMT",6.66,7.963611111111111,0.55,424.45,425.0,6.66,55.5,validation
2_39_89_439_2019-05-21 16:12:05.751033,caltech,"Tue, 21 May 2019 16:12:06 GMT","Tue, 21 May 2019 23:09:09 GMT","Tue, 21 May 2019 17:38:23 GMT",4.28,1,8.0,"Tue, 21 May 2019 23:00:06 GMT",408.0,"Tue, 21 May 2019 16:12:42 GMT",8.0,5.512777777777778,0.6,407.4,408.0,8.0,66.66666666666667,validation
2_39_79_381_2019-05-21 16:13:09.249380,caltech,"Tue, 21 May 2019 16:13:09 GMT","Tue, 21 May 2019 23:31:18 GMT","Tue, 21 May 2019 22:08:48 GMT",27.78,1,30.0,"Tue, 21 May 2019 22:36:09 GMT",383.0,"Tue, 21 May 2019 16:14:01 GMT",30.0,1.375,0.8666666666666667,382.1333333333333,383.0,30.0,250.00000000000003,validation
2_39_79_380_2019-05-21 16:24:18.801510,caltech,"Tue, 21 May 2019 16:24:19 GMT","Tue, 21 May 2019 23:28:13 GMT","Tue, 21 May 2019 19:42:08 GMT",7.688,1,18.0,"Tue, 21 May 2019 22:28:19 GMT",364.0,"Tue, 21 May 2019 16:24:54 GMT",18.0,3.7680555555555557,0.5833333333333334,363.4166666666667,364.0,18.0,150.0,validation
2_39_79_376_2019-05-21 16:28:51.423430,caltech,"Tue, 21 May 2019 16:28:51 GMT","Tue, 21 May 2019 22:35:16 GMT","Tue, 21 May 2019 17:03:31 GMT",1.762,1,22.5,"Tue, 21 May 2019 23:38:51 GMT",430.0,"Tue, 21 May 2019 16:28:56 GMT",22.5,5.529166666666667,0.08333333333333333,429.9166666666667,430.0,22.5,187.5,validation
2_39_78_365_2019-05-21 16:30:30.102627,caltech,"Tue, 21 May 2019 16:30:30 GMT","Wed, 22 May 2019 02:34:31 GMT","Wed, 22 May 2019 00:21:02 GMT",10.664,1,24.0,"Tue, 21 May 2019 19:41:30 GMT",191.0,"Tue, 21 May 2019 16:31:28 GMT",24.0,2.2247222222222223,0.9666666666666667,190.03333333333333,191.0,24.0,199.99999999999997,validation
2_39_124_22_2019-05-21 16:33:39.919218,caltech,"Tue, 21 May 2019 16:33:40 GMT","Wed, 22 May 2019 00:25:58 GMT","Tue, 21 May 2019 18:39:38 GMT",6.433,1,8.0,"Tue, 21 May 2019 17:34:40 GMT",61.0,"Tue, 21 May 2019 16:56:49 GMT",8.0,5.772222222222222,23.15,37.85,61.0,8.0,66.66666666666667,validation
2_39_90_26_2019-05-21 16:41:38.871241,caltech,"Tue, 21 May 2019 16:41:39 GMT","Wed, 22 May 2019 04:26:47 GMT","Tue, 21 May 2019 17:42:47 GMT",1.944,1,12.0,"Tue, 21 May 2019 19:01:39 GMT",140.0,"Tue, 21 May 2019 16:41:58 GMT",12.0,10.733333333333333,0.31666666666666665,139.68333333333334,140.0,12.0,99.99999999999999,validation
2_39_79_383_2019-05-21 16:52:08.440633,caltech,"Tue, 21 May 2019 16:52:08 GMT","Wed, 22 May 2019 00:05:29 GMT","Tue, 21 May 2019 22:02:00 GMT",24.713,1,26.64,"Tue, 21 May 2019 23:09:08 GMT",377.0,"Tue, 21 May 2019 16:52:44 GMT",26.64,2.0580555555555557,0.6,376.4,377.0,26.64,222.0,validation
2_39_92_442_2019-05-21 17:01:16.832451,caltech,"Tue, 21 May 2019 17:01:17 GMT","Tue, 21 May 2019 18:22:16 GMT","Tue, 21 May 2019 18:22:11 GMT",5.263,1,17.52,"Tue, 21 May 2019 20:02:17 GMT",181.0,"Tue, 21 May 2019 17:03:36 GMT",17.52,0.001388888888888889,2.316666666666667,178.68333333333334,181.0,17.52,146.0,validation
2_39_78_364_2019-05-21 17:16:42.010759,caltech,"Tue, 21 May 2019 17:16:42 GMT","Wed, 22 May 2019 02:06:31 GMT","Tue, 21 May 2019 20:11:10 GMT",11.61,1,14.0,"Tue, 21 May 2019 19:16:42 GMT",120.0,"Tue, 21 May 2019 17:16:43 GMT",14.0,5.9225,0.016666666666666666,119.98333333333333,120.0,14.0,116.66666666666667,validation
2_39_78_362_2019-05-21 17:23:01.436300,caltech,"Tue, 21 May 2019 17:23:01 GMT","Tue, 21 May 2019 19:35:16 GMT","Tue, 21 May 2019 19:36:15 GMT",6.583,1,10.0,"Tue, 21 May 2019 18:22:01 GMT",59.0,"Tue, 21 May 2019 17:23:17 GMT",10.0,0.0,0.26666666666666666,58.733333333333334,59.0,10.0,83.33333333333333,validation
2_39_78_361_2019-05-21 17:38:13.762927,caltech,"Tue, 21 May 2019 17:38:14 GMT","Tue, 21 May 2019 23:29:32 GMT","Tue, 21 May 2019 22:32:47 GMT",8.745,4,12.0,"Tue, 21 May 2019 21:31:14 GMT",233.0,"Tue, 21 May 2019 22:21:16 GMT",12.0,0.9458333333333333,283.03333333333336,-50.03333333333333,233.0,12.0,99.99999999999999,validation
2_39_78_363_2019-05-21 17:49:35.524609,caltech,"Tue, 21 May 2019 17:49:36 GMT","Wed, 22 May 2019 05:03:31 GMT","Wed, 22 May 2019 01:27:19 GMT",20.227,1,32.0,"Wed, 22 May 2019 03:29:36 GMT",580.0,"Tue, 21 May 2019 17:50:43 GMT",32.0,3.6033333333333335,1.1166666666666667,578.8833333333333,580.0,32.0,266.6666666666667,validation
2_39_128_18_2019-05-21 18:54:43.228647,caltech,"Tue, 21 May 2019 18:54:43 GMT","Wed, 22 May 2019 02:23:54 GMT","Tue, 21 May 2019 21:46:12 GMT",13.091,1,20.0,"Wed, 22 May 2019 04:24:43 GMT",570.0,"Tue, 21 May 2019 18:54:49 GMT",20.0,4.628333333333333,0.1,569.9,570.0,20.0,166.66666666666666,validation
2_39_92_442_2019-05-21 18:56:41.024171,caltech,"Tue, 21 May 2019 18:56:41 GMT","Wed, 22 May 2019 05:25:25 GMT","Wed, 22 May 2019 03:18:27 GMT",56.403,1,57.5,"Wed, 22 May 2019 05:12:41 GMT",616.0,"Tue, 21 May 2019 18:57:16 GMT",57.5,2.116111111111111,0.5833333333333334,615.4166666666666,616.0,57.5,479.16666666666663,validation
2_39_88_24_2019-05-21 19:08:56.573137,caltech,"Tue, 21 May 2019 19:08:57 GMT","Tue, 21 May 2019 22:49:06 GMT","Tue, 21 May 2019 20:06:20 GMT",1.691,1,5.46,"Wed, 22 May 2019 00:20:57 GMT",312.0,"Tue, 21 May 2019 19:09:11 GMT",5.46,2.7127777777777777,0.23333333333333334,311.76666666666665,312.0,5.46,45.5,validation
2_39_126_20_2019-05-21 19:22:10.496443,caltech,"Tue, 21 May 2019 19:22:10 GMT","Wed, 22 May 2019 04:48:32 GMT","Tue, 21 May 2019 20:26:13 GMT",2.107,1,16.0,"Wed, 22 May 2019 00:13:10 GMT",291.0,"Tue, 21 May 2019 19:22:46 GMT",16.0,8.371944444444445,0.6,290.4,291.0,16.0,133.33333333333334,validation
2_39_78_362_2019-05-21 20:17:17.884873,caltech,"Tue, 21 May 2019 20:17:18 GMT","Wed, 22 May 2019 02:04:38 GMT","Wed, 22 May 2019 02:05:38 GMT",6.824,1,9.0,"Tue, 21 May 2019 21:17:18 GMT",60.0,"Tue, 21 May 2019 20:18:05 GMT",9.0,0.0,0.7833333333333333,59.21666666666667,60.0,9.0,75.0,validation
2_39_92_436_2019-05-21 21:36:10.980237,caltech,"Tue, 21 May 2019 21:36:11 GMT","Tue, 21 May 2019 23:06:08 GMT","Tue, 21 May 2019 22:59:02 GMT",3.978,1,6.0,"Tue, 21 May 2019 23:19:11 GMT",103.0,"Tue, 21 May 2019 21:36:33 GMT",6.0,0.11833333333333333,0.36666666666666664,102.63333333333334,103.0,6.0,49.99999999999999,validation
2_39_88_24_2019-05-21 23:18:35.435187,caltech,"Tue, 21 May 2019 23:18:35 GMT","Wed, 22 May 2019 01:20:33 GMT","Wed, 22 May 2019 00:50:43 GMT",4.746,3,36.0,"Wed, 22 May 2019 00:24:35 GMT",66.0,"Wed, 22 May 2019 01:20:08 GMT",36.0,0.49722222222222223,121.55,-55.55,66.0,36.0,300.0,validation
2_39_139_28_2019-01-22 00:58:57.375170,caltech,"Tue, 22 Jan 2019 00:58:57 GMT","Tue, 22 Jan 2019 14:28:54 GMT","Tue, 22 Jan 2019 05:28:10 GMT",15.509,2,30.31,"Tue, 22 Jan 2019 05:34:57 GMT",276.0,"Tue, 22 Jan 2019 00:59:15 GMT",30.31,9.012222222222222,0.3,275.7,276.0,30.31,252.58333333333331,validation
2_39_138_29_2019-01-22 01:30:08.603037,caltech,"Tue, 22 Jan 2019 01:30:09 GMT","Tue, 22 Jan 2019 02:02:42 GMT","Tue, 22 Jan 2019 02:02:35 GMT",2.311,1,27.0,"Tue, 22 Jan 2019 01:58:09 GMT",28.0,"Tue, 22 Jan 2019 01:44:53 GMT",27.0,0.0019444444444444444,14.733333333333333,13.266666666666667,28.0,27.0,225.0,validation
2_39_79_377_2019-01-22 01:33:16.876520,caltech,"Tue, 22 Jan 2019 01:33:17 GMT","Tue, 22 Jan 2019 20:27:28 GMT","Tue, 22 Jan 2019 06:15:09 GMT",16.038,1,20.0,"Tue, 22 Jan 2019 03:52:17 GMT",139.0,"Tue, 22 Jan 2019 01:33:21 GMT",20.0,14.205277777777777,0.06666666666666667,138.93333333333334,139.0,20.0,166.66666666666666,validation
2_39_131_30_2019-01-22 02:32:24.601506,caltech,"Tue, 22 Jan 2019 02:32:25 GMT","Tue, 22 Jan 2019 04:29:19 GMT","Tue, 22 Jan 2019 04:09:05 GMT",9.862,2,9.99,"Tue, 22 Jan 2019 08:07:25 GMT",335.0,"Tue, 22 Jan 2019 04:28:59 GMT",9.99,0.3372222222222222,116.56666666666666,218.43333333333334,335.0,9.99,83.25,validation
2_39_129_17_2019-01-22 04:20:37.965244,caltech,"Tue, 22 Jan 2019 04:20:38 GMT","Tue, 22 Jan 2019 05:21:39 GMT","Tue, 22 Jan 2019 05:21:31 GMT",6.888,1,39.62,"Tue, 22 Jan 2019 07:47:38 GMT",207.0,"Tue, 22 Jan 2019 04:21:13 GMT",39.62,0.0022222222222222222,0.5833333333333334,206.41666666666666,207.0,39.62,330.16666666666663,validation
2_39_79_379_2019-01-22 15:05:17.679185,caltech,"Tue, 22 Jan 2019 15:05:18 GMT","Wed, 23 Jan 2019 04:15:36 GMT","Tue, 22 Jan 2019 21:09:20 GMT",15.775,1,21.84,"Wed, 23 Jan 2019 02:14:18 GMT",669.0,"Tue, 22 Jan 2019 15:05:47 GMT",21.84,7.104444444444445,0.48333333333333334,668.5166666666667,669.0,21.84,182.0,validation
2_39_78_366_2019-01-22 15:12:39.055585,caltech,"Tue, 22 Jan 2019 15:12:39 GMT","Wed, 23 Jan 2019 01:34:05 GMT","Tue, 22 Jan 2019 22:58:23 GMT",31.008,1,48.0,"Wed, 23 Jan 2019 00:36:39 GMT",564.0,"Tue, 22 Jan 2019 15:13:00 GMT",48.0,2.595,0.35,563.65,564.0,48.0,399.99999999999994,validation
2_39_95_444_2019-01-22 15:34:26.213557,caltech,"Tue, 22 Jan 2019 15:34:26 GMT","Tue, 22 Jan 2019 22:55:35 GMT","Tue, 22 Jan 2019 21:54:31 GMT",42.395,1,42.5,"Tue, 22 Jan 2019 23:00:26 GMT",446.0,"Tue, 22 Jan 2019 15:35:05 GMT",42.5,1.0177777777777777,0.65,445.35,446.0,42.5,354.1666666666667,validation
2_39_79_381_2019-01-22 15:36:02.214460,caltech,"Tue, 22 Jan 2019 15:36:02 GMT","Wed, 23 Jan 2019 03:55:30 GMT","Tue, 22 Jan 2019 20:46:02 GMT",13.899,1,16.0,"Tue, 22 Jan 2019 21:52:02 GMT",376.0,"Tue, 22 Jan 2019 15:36:39 GMT",16.0,7.157777777777778,0.6166666666666667,375.3833333333333,376.0,16.0,133.33333333333334,validation
2_39_79_378_2019-01-22 15:43:46.143438,caltech,"Tue, 22 Jan 2019 15:43:46 GMT","Wed, 23 Jan 2019 03:04:15 GMT","Tue, 22 Jan 2019 18:26:00 GMT",6.21,1,8.0,"Tue, 22 Jan 2019 21:58:46 GMT",375.0,"Tue, 22 Jan 2019 15:44:40 GMT",8.0,8.6375,0.9,374.1,375.0,8.0,66.66666666666667,validation
2_39_123_23_2019-01-22 15:56:22.590196,caltech,"Tue, 22 Jan 2019 15:56:23 GMT","Wed, 23 Jan 2019 00:27:49 GMT","Tue, 22 Jan 2019 18:33:08 GMT",5.804,1,16.0,"Tue, 22 Jan 2019 23:16:23 GMT",440.0,"Tue, 22 Jan 2019 16:56:58 GMT",16.0,5.911388888888889,60.583333333333336,379.4166666666667,440.0,16.0,133.33333333333334,validation
2_39_129_17_2019-01-22 15:58:51.515135,caltech,"Tue, 22 Jan 2019 15:58:52 GMT","Tue, 22 Jan 2019 20:52:38 GMT","Tue, 22 Jan 2019 17:52:52 GMT",6.028,3,9.75,"Tue, 22 Jan 2019 21:21:52 GMT",323.0,"Tue, 22 Jan 2019 20:49:53 GMT",9.75,2.996111111111111,291.01666666666665,31.983333333333334,323.0,9.75,81.25,validation
2_39_92_442_2019-01-22 16:08:36.805631,caltech,"Tue, 22 Jan 2019 16:08:37 GMT","Wed, 23 Jan 2019 01:32:16 GMT","Tue, 22 Jan 2019 21:50:32 GMT",36.684,1,37.5,"Wed, 23 Jan 2019 00:25:37 GMT",497.0,"Tue, 22 Jan 2019 16:09:34 GMT",37.5,3.6955555555555555,0.95,496.05,497.0,37.5,312.5,validation
2_39_90_26_2019-01-22 16:40:22.087552,caltech,"Tue, 22 Jan 2019 16:40:22 GMT","Wed, 23 Jan 2019 02:41:00 GMT","Tue, 22 Jan 2019 18:53:45 GMT",13.989,1,30.0,"Wed, 23 Jan 2019 01:55:22 GMT",555.0,"Tue, 22 Jan 2019 16:41:24 GMT",30.0,7.7875,1.0333333333333334,553.9666666666667,555.0,30.0,250.00000000000003,validation
2_39_79_376_2019-01-22 16:48:56.689091,caltech,"Tue, 22 Jan 2019 16:48:57 GMT","Wed, 23 Jan 2019 00:34:14 GMT","Wed, 23 Jan 2019 00:33:37 GMT",10.904,1,8.0,"Tue, 22 Jan 2019 20:58:57 GMT",250.0,"Tue, 22 Jan 2019 16:49:17 GMT",8.0,0.010277777777777778,0.3333333333333333,249.66666666666666,250.0,8.0,66.66666666666667,validation
2_39_79_383_2019-01-22 16:49:30.678207,caltech,"Tue, 22 Jan 2019 16:49:31 GMT","Wed, 23 Jan 2019 00:13:14 GMT","Tue, 22 Jan 2019 17:20:58 GMT",2.165,1,30.0,"Tue, 22 Jan 2019 19:45:31 GMT",176.0,"Tue, 22 Jan 2019 16:49:59 GMT",30.0,6.871111111111111,0.4666666666666667,175.53333333333333,176.0,30.0,250.00000000000003,validation
2_39_130_31_2019-01-22 16:53:14.971009,caltech,"Tue, 22 Jan 2019 16:53:15 GMT","Wed, 23 Jan 2019 03:14:52 GMT","Tue, 22 Jan 2019 21:30:35 GMT",16.225,1,36.0,"Wed, 23 Jan 2019 00:30:15 GMT",457.0,"Tue, 22 Jan 2019 16:53:21 GMT",36.0,5.7380555555555555,0.1,456.9,457.0,36.0,300.0,validation
2_39_88_438_2019-01-22 16:55:41.987190,caltech,"Tue, 22 Jan 2019 16:55:42 GMT","Wed, 23 Jan 2019 00:51:34 GMT","Tue, 22 Jan 2019 19:27:49 GMT",12.003,2,20.0,"Tue, 22 Jan 2019 22:05:42 GMT",310.0,"Tue, 22 Jan 2019 16:56:15 GMT",16.0,5.395833333333333,0.55,309.45,310.0,20.0,166.66666666666666,validation
2_39_79_380_2019-01-22 16:55:59.845905,caltech,"Tue, 22 Jan 2019 16:56:00 GMT","Wed, 23 Jan 2019 02:08:15 GMT","Tue, 22 Jan 2019 20:58:11 GMT",21.264,1,25.0,"Tue, 22 Jan 2019 22:30:00 GMT",334.0,"Tue, 22 Jan 2019 16:56:01 GMT",25.0,5.167777777777777,0.016666666666666666,333.98333333333335,334.0,25.0,208.33333333333334,validation
2_39_89_25_2019-01-22 17:02:38.472502,caltech,"Tue, 22 Jan 2019 17:02:38 GMT","Wed, 23 Jan 2019 01:27:03 GMT","Tue, 22 Jan 2019 19:08:44 GMT",5.045,1,8.0,"Wed, 23 Jan 2019 00:20:38 GMT",438.0,"Tue, 22 Jan 2019 17:03:18 GMT",8.0,6.3052777777777775,0.6666666666666666,437.3333333333333,438.0,8.0,66.66666666666667,validation
2_39_95_27_2019-01-22 17:07:28.307949,caltech,"Tue, 22 Jan 2019 17:07:28 GMT","Tue, 22 Jan 2019 18:05:08 GMT","Tue, 22 Jan 2019 18:05:03 GMT",3.35,1,12.0,"Tue, 22 Jan 2019 18:50:28 GMT",103.0,"Tue, 22 Jan 2019 17:07:31 GMT",12.0,0.001388888888888889,0.05,102.95,103.0,12.0,99.99999999999999,validation
2_39_91_437_2019-01-22 17:08:58.795118,caltech,"Tue, 22 Jan 2019 17:08:59 GMT","Wed, 23 Jan 2019 04:12:20 GMT","Tue, 22 Jan 2019 18:24:58 GMT",4.141,1,6.66,"Tue, 22 Jan 2019 20:13:59 GMT",185.0,"Tue, 22 Jan 2019 17:09:34 GMT",6.66,9.789444444444445,0.5833333333333334,184.41666666666666,185.0,6.66,55.5,validation
2_39_131_30_2019-01-22 17:23:00.417653,caltech,"Tue, 22 Jan 2019 17:23:00 GMT","Wed, 23 Jan 2019 02:27:13 GMT","Tue, 22 Jan 2019 18:58:14 GMT",4.999,2,7.0,"Tue, 22 Jan 2019 20:08:00 GMT",165.0,"Tue, 22 Jan 2019 17:23:48 GMT",7.0,7.483055555555556,0.8,164.2,165.0,7.0,58.333333333333336,validation
2_39_92_436_2019-01-22 17:33:39.230512,caltech,"Tue, 22 Jan 2019 17:33:39 GMT","Wed, 23 Jan 2019 02:34:09 GMT","Tue, 22 Jan 2019 21:51:26 GMT",20.716,1,37.5,"Wed, 23 Jan 2019 01:33:39 GMT",480.0,"Tue, 22 Jan 2019 17:34:29 GMT",37.5,4.711944444444445,0.8333333333333334,479.1666666666667,480.0,37.5,312.5,validation
2_39_128_562_2019-01-22 17:39:16.548676,caltech,"Tue, 22 Jan 2019 17:39:17 GMT","Wed, 23 Jan 2019 00:42:11 GMT","Tue, 22 Jan 2019 21:32:22 GMT",9.869,1,10.0,"Tue, 22 Jan 2019 22:10:17 GMT",271.0,"Tue, 22 Jan 2019 17:42:28 GMT",10.0,3.163611111111111,3.183333333333333,267.81666666666666,271.0,10.0,83.33333333333333,validation
2_39_128_18_2019-01-22 17:51:27.061319,caltech,"Tue, 22 Jan 2019 17:51:27 GMT","Wed, 23 Jan 2019 01:08:52 GMT","Tue, 22 Jan 2019 19:51:51 GMT",4.046,1,10.0,"Wed, 23 Jan 2019 01:04:27 GMT",433.0,"Tue, 22 Jan 2019 17:51:50 GMT",10.0,5.283611111111111,0.38333333333333336,432.6166666666667,433.0,10.0,83.33333333333333,validation
2_39_78_363_2019-01-22 17:52:32.339636,caltech,"Tue, 22 Jan 2019 17:52:32 GMT","Wed, 23 Jan 2019 00:56:02 GMT","Wed, 23 Jan 2019 00:37:07 GMT",26.166,1,26.28,"Wed, 23 Jan 2019 00:46:32 GMT",414.0,"Tue, 22 Jan 2019 17:55:48 GMT",26.28,0.31527777777777777,3.2666666666666666,410.73333333333335,414.0,26.28,219.0,validation
2_39_83_386_2019-01-22 18:09:31.053737,caltech,"Tue, 22 Jan 2019 18:09:31 GMT","Wed, 23 Jan 2019 00:42:09 GMT","Tue, 22 Jan 2019 21:28:29 GMT",21.421,1,21.56,"Wed, 23 Jan 2019 01:30:31 GMT",441.0,"Tue, 22 Jan 2019 18:10:02 GMT",21.56,3.227777777777778,0.5166666666666667,440.48333333333335,441.0,21.56,179.66666666666663,validation
2_39_78_361_2019-01-22 18:13:32.099007,caltech,"Tue, 22 Jan 2019 18:13:32 GMT","Wed, 23 Jan 2019 01:06:22 GMT","Tue, 22 Jan 2019 23:03:59 GMT",9.112,1,20.0,"Wed, 23 Jan 2019 02:20:32 GMT",487.0,"Tue, 22 Jan 2019 18:14:34 GMT",20.0,2.039722222222222,1.0333333333333334,485.96666666666664,487.0,20.0,166.66666666666666,validation
2_39_123_557_2019-01-22 18:17:25.339337,caltech,"Tue, 22 Jan 2019 18:17:25 GMT","Wed, 23 Jan 2019 03:08:49 GMT","Tue, 22 Jan 2019 20:14:24 GMT",11.956,1,14.0,"Wed, 23 Jan 2019 02:51:25 GMT",514.0,"Tue, 22 Jan 2019 18:17:28 GMT",14.0,6.906944444444444,0.05,513.95,514.0,14.0,116.66666666666667,validation
2_39_78_365_2019-01-22 18:18:31.573251,caltech,"Tue, 22 Jan 2019 18:18:32 GMT","Wed, 23 Jan 2019 02:04:31 GMT","Tue, 22 Jan 2019 19:01:45 GMT",1.847,1,6.0,"Tue, 22 Jan 2019 18:56:32 GMT",38.0,"Tue, 22 Jan 2019 18:18:32 GMT",6.0,7.046111111111111,0.0,38.0,38.0,6.0,49.99999999999999,validation
