sessionID,site,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,n_userInputs,kWhRequested_last,requestedDeparture_last,minutesAvailable_last,modifiedAt_last,kWhRequested_first
1_1_193_825_2020-02-18 14:29:21.752861,0001,"Tue, 18 Feb 2020 14:29:33 GMT","Tue, 18 Feb 2020 23:41:19 GMT","Tue, 18 Feb 2020 19:28:34 GMT",10.525,1,87.5,"Tue, 18 Feb 2020 21:16:33 GMT",407.0,"Tue, 18 Feb 2020 14:29:33 GMT",87.5
1_1_179_783_2020-02-18 14:28:40.600383,0001,"Tue, 18 Feb 2020 14:28:41 GMT","Wed, 19 Feb 2020 01:41:21 GMT","Wed, 19 Feb 2020 01:42:20 GMT",37.207,1,51.8,"Tue, 18 Feb 2020 21:48:41 GMT",440.0,"Tue, 18 Feb 2020 14:28:52 GMT",51.8
1_1_179_797_2020-02-18 14:28:10.308743,0001,"Tue, 18 Feb 2020 14:28:10 GMT","Wed, 19 Feb 2020 00:05:49 GMT","Tue, 18 Feb 2020 18:11:37 GMT",10.454,1,40.0,"Tue, 18 Feb 2020 22:42:10 GMT",494.0,"Tue, 18 Feb 2020 14:30:03 GMT",40.0
1_1_193_816_2020-02-18 14:26:39.228413,0001,"Tue, 18 Feb 2020 14:26:39 GMT","Wed, 19 Feb 2020 00:09:25 GMT","Tue, 18 Feb 2020 16:59:45 GMT",8.014,1,8.0,"Tue, 18 Feb 2020 20:05:39 GMT",339.0,"Tue, 18 Feb 2020 14:26:46 GMT",8.0
1_1_191_804_2020-02-18 14:23:44.259365,0001,"Tue, 18 Feb 2020 14:23:44 GMT","Wed, 19 Feb 2020 00:17:40 GMT","Tue, 18 Feb 2020 18:01:06 GMT",15.651,1,45.0,"Wed, 19 Feb 2020 00:30:44 GMT",607.0,"Tue, 18 Feb 2020 14:24:01 GMT",45.0
1_1_193_827_2020-02-18 14:20:47.970916,0001,"Tue, 18 Feb 2020 14:20:48 GMT","Tue, 18 Feb 2020 23:28:37 GMT","Tue, 18 Feb 2020 17:01:15 GMT",7.681,1,16.0,"Tue, 18 Feb 2020 23:09:48 GMT",529.0,"Tue, 18 Feb 2020 14:20:53 GMT",16.0
1_1_178_824_2020-02-18 14:14:18.646087,0001,"Tue, 18 Feb 2020 14:14:48 GMT","Tue, 18 Feb 2020 23:33:20 GMT","Tue, 18 Feb 2020 21:07:43 GMT",22.443,2,26.64,"Tue, 18 Feb 2020 22:56:48 GMT",522.0,"Tue, 18 Feb 2020 23:33:03 GMT",26.64
1_1_194_818_2020-02-18 14:13:22.118354,0001,"Tue, 18 Feb 2020 14:13:22 GMT","Tue, 18 Feb 2020 17:16:45 GMT","Tue, 18 Feb 2020 17:17:44 GMT",13.113,1,39.93,"Tue, 18 Feb 2020 21:04:22 GMT",411.0,"Tue, 18 Feb 2020 14:14:05 GMT",39.93
1_1_179_796_2020-02-18 14:10:49.771139,0001,"Tue, 18 Feb 2020 14:10:50 GMT","Wed, 19 Feb 2020 01:03:36 GMT","Tue, 18 Feb 2020 19:59:07 GMT",15.072,1,19.98,"Wed, 19 Feb 2020 00:11:50 GMT",601.0,"Tue, 18 Feb 2020 14:11:09 GMT",19.98
1_1_178_828_2020-02-18 14:08:12.852461,0001,"Tue, 18 Feb 2020 14:08:13 GMT","Tue, 18 Feb 2020 21:10:04 GMT","Tue, 18 Feb 2020 18:09:03 GMT",13.244,1,20.0,"Tue, 18 Feb 2020 17:59:13 GMT",231.0,"Tue, 18 Feb 2020 14:08:24 GMT",20.0
1_1_193_829_2020-02-18 14:03:59.239535,0001,"Tue, 18 Feb 2020 14:03:59 GMT","Wed, 19 Feb 2020 00:11:26 GMT","Tue, 18 Feb 2020 17:00:08 GMT",6.761,1,8.0,"Tue, 18 Feb 2020 15:14:59 GMT",71.0,"Tue, 18 Feb 2020 14:04:19 GMT",8.0
1_1_193_819_2020-02-18 14:00:52.046851,0001,"Tue, 18 Feb 2020 14:00:52 GMT","Tue, 18 Feb 2020 23:04:21 GMT","Tue, 18 Feb 2020 21:20:31 GMT",13.445,1,16.0,"Wed, 19 Feb 2020 02:00:52 GMT",720.0,"Tue, 18 Feb 2020 14:01:00 GMT",16.0
1_1_179_794_2020-02-18 14:00:00.015513,0001,"Tue, 18 Feb 2020 14:00:00 GMT","Tue, 18 Feb 2020 20:21:12 GMT","Tue, 18 Feb 2020 18:24:49 GMT",11.247,1,21.0,"Tue, 18 Feb 2020 23:08:00 GMT",548.0,"Tue, 18 Feb 2020 14:00:16 GMT",21.0
1_1_194_822_2020-02-18 13:39:15.139101,0001,"Tue, 18 Feb 2020 13:39:15 GMT","Tue, 18 Feb 2020 23:44:52 GMT","Tue, 18 Feb 2020 19:52:50 GMT",11.818,1,13.32,"Tue, 18 Feb 2020 22:48:15 GMT",549.0,"Tue, 18 Feb 2020 13:39:53 GMT",13.32
1_1_178_823_2020-02-18 13:12:13.230576,0001,"Tue, 18 Feb 2020 13:12:13 GMT","Tue, 18 Feb 2020 23:41:45 GMT","Tue, 18 Feb 2020 21:07:08 GMT",12.204,1,30.0,"Tue, 18 Feb 2020 14:12:13 GMT",60.0,"Tue, 18 Feb 2020 17:55:24 GMT",30.0
1_1_194_826_2020-02-18 12:58:45.580770,0001,"Tue, 18 Feb 2020 12:58:46 GMT","Tue, 18 Feb 2020 22:36:04 GMT","Tue, 18 Feb 2020 15:19:50 GMT",6.129,2,12.0,"Wed, 19 Feb 2020 00:58:46 GMT",720.0,"Tue, 18 Feb 2020 22:31:43 GMT",12.0
1_1_178_817_2020-02-18 12:57:36.030187,0001,"Tue, 18 Feb 2020 12:57:36 GMT","Wed, 19 Feb 2020 00:06:44 GMT","Tue, 18 Feb 2020 23:43:37 GMT",55.448,1,89.59,"Wed, 19 Feb 2020 00:57:36 GMT",720.0,"Tue, 18 Feb 2020 12:57:59 GMT",89.59
1_1_194_821_2020-02-18 12:27:48.727378,0001,"Tue, 18 Feb 2020 12:27:49 GMT","Tue, 18 Feb 2020 21:32:17 GMT","Tue, 18 Feb 2020 15:31:03 GMT",9.165,1,12.0,"Tue, 18 Feb 2020 15:16:49 GMT",169.0,"Tue, 18 Feb 2020 12:27:55 GMT",12.0
1_1_193_819_2020-02-17 22:41:26.848100,0001,"Mon, 17 Feb 2020 22:41:27 GMT","Tue, 18 Feb 2020 04:35:54 GMT","Mon, 17 Feb 2020 23:32:48 GMT",4.584,1,36.0,"Tue, 18 Feb 2020 04:34:27 GMT",353.0,"Mon, 17 Feb 2020 22:41:44 GMT",36.0
1_1_178_817_2020-02-17 22:21:11.580099,0001,"Mon, 17 Feb 2020 22:21:12 GMT","Tue, 18 Feb 2020 01:18:39 GMT","Mon, 17 Feb 2020 23:35:01 GMT",7.407,1,40.0,"Tue, 18 Feb 2020 01:57:12 GMT",216.0,"Mon, 17 Feb 2020 22:21:33 GMT",40.0
1_1_193_820_2020-02-17 19:38:45.379756,0001,"Mon, 17 Feb 2020 19:38:53 GMT","Mon, 17 Feb 2020 22:55:47 GMT","Mon, 17 Feb 2020 21:33:33 GMT",11.0,1,20.0,"Mon, 17 Feb 2020 23:08:53 GMT",210.0,"Mon, 17 Feb 2020 19:38:52 GMT",20.0
1_1_193_819_2020-02-17 17:52:31.475049,0001,"Mon, 17 Feb 2020 17:52:31 GMT","Mon, 17 Feb 2020 22:30:05 GMT","Mon, 17 Feb 2020 21:44:22 GMT",24.014,3,24.0,"Tue, 18 Feb 2020 02:10:31 GMT",498.0,"Mon, 17 Feb 2020 20:51:33 GMT",28.0
1_1_194_821_2020-02-17 17:00:26.893024,0001,"Mon, 17 Feb 2020 17:00:27 GMT","Mon, 17 Feb 2020 21:05:57 GMT","Mon, 17 Feb 2020 19:19:18 GMT",13.469,1,30.03,"Tue, 18 Feb 2020 01:35:27 GMT",515.0,"Mon, 17 Feb 2020 17:00:45 GMT",30.03
1_1_193_825_2020-02-16 20:57:47.873993,0001,"Sun, 16 Feb 2020 20:57:48 GMT","Mon, 17 Feb 2020 00:19:22 GMT","Mon, 17 Feb 2020 00:20:21 GMT",21.389,1,75.0,"Mon, 17 Feb 2020 08:57:48 GMT",720.0,"Sun, 16 Feb 2020 20:58:00 GMT",75.0
1_1_194_826_2020-02-16 18:47:47.386446,0001,"Sun, 16 Feb 2020 18:47:47 GMT","Sun, 16 Feb 2020 20:49:06 GMT","Sun, 16 Feb 2020 20:46:52 GMT",12.011,1,12.0,"Sun, 16 Feb 2020 19:48:47 GMT",61.0,"Sun, 16 Feb 2020 18:48:03 GMT",12.0
1_1_194_821_2020-02-16 17:50:18.236487,0001,"Sun, 16 Feb 2020 17:50:18 GMT","Sun, 16 Feb 2020 19:55:53 GMT","Sun, 16 Feb 2020 19:56:52 GMT",6.917,1,8.0,"Sun, 16 Feb 2020 18:50:18 GMT",60.0,"Sun, 16 Feb 2020 17:51:32 GMT",8.0
1_1_193_819_2020-02-15 23:16:00.737064,0001,"Sat, 15 Feb 2020 23:16:01 GMT","Sun, 16 Feb 2020 01:57:03 GMT","Sun, 16 Feb 2020 01:52:04 GMT",6.383,2,7.5,"Sun, 16 Feb 2020 02:21:01 GMT",185.0,"Sat, 15 Feb 2020 23:17:40 GMT",7.5
1_1_194_821_2020-02-15 20:17:13.987066,0001,"Sat, 15 Feb 2020 20:17:14 GMT","Sun, 16 Feb 2020 03:26:54 GMT","Sun, 16 Feb 2020 00:33:55 GMT",27.339,1,52.0,"Sun, 16 Feb 2020 01:46:14 GMT",329.0,"Sat, 15 Feb 2020 20:17:21 GMT",52.0
1_1_178_823_2020-02-14 23:11:15.503823,0001,"Fri, 14 Feb 2020 23:11:15 GMT","Sat, 15 Feb 2020 00:54:14 GMT","Sat, 15 Feb 2020 00:52:52 GMT",10.211,1,40.0,"Sat, 15 Feb 2020 02:47:15 GMT",216.0,"Fri, 14 Feb 2020 23:12:38 GMT",40.0
1_1_193_825_2020-02-14 22:24:46.460251,0001,"Fri, 14 Feb 2020 22:24:46 GMT","Sat, 15 Feb 2020 00:18:32 GMT","Fri, 14 Feb 2020 23:31:19 GMT",5.79,2,40.0,"Sat, 15 Feb 2020 00:29:46 GMT",125.0,"Fri, 14 Feb 2020 22:28:05 GMT",40.0
1_1_194_818_2020-02-14 22:17:26.308839,0001,"Fri, 14 Feb 2020 22:17:39 GMT","Sat, 15 Feb 2020 04:01:21 GMT","Sat, 15 Feb 2020 04:02:20 GMT",35.985,3,36.0,"Sat, 15 Feb 2020 10:36:39 GMT",739.0,"Sat, 15 Feb 2020 04:00:58 GMT",36.0
1_1_178_824_2020-02-14 22:08:12.541272,0001,"Fri, 14 Feb 2020 22:08:13 GMT","Sat, 15 Feb 2020 02:45:50 GMT","Sat, 15 Feb 2020 02:22:51 GMT",24.972,2,24.0,"Sat, 15 Feb 2020 05:08:13 GMT",420.0,"Fri, 14 Feb 2020 22:10:02 GMT",24.0
1_1_193_816_2020-02-14 21:25:30.396159,0001,"Fri, 14 Feb 2020 21:25:30 GMT","Fri, 14 Feb 2020 22:48:51 GMT","Fri, 14 Feb 2020 22:49:51 GMT",6.885,1,12.0,"Fri, 14 Feb 2020 22:26:30 GMT",61.0,"Fri, 14 Feb 2020 21:25:44 GMT",12.0
1_1_193_827_2020-02-14 20:43:48.671293,0001,"Fri, 14 Feb 2020 20:43:49 GMT","Fri, 14 Feb 2020 23:49:53 GMT","Fri, 14 Feb 2020 23:50:52 GMT",13.218,1,16.02,"Sat, 15 Feb 2020 00:59:49 GMT",256.0,"Fri, 14 Feb 2020 20:44:04 GMT",16.02
1_1_193_829_2020-02-14 19:39:51.593884,0001,"Fri, 14 Feb 2020 19:39:52 GMT","Sat, 15 Feb 2020 00:13:09 GMT","Fri, 14 Feb 2020 22:31:13 GMT",15.542,1,20.0,"Sat, 15 Feb 2020 00:34:52 GMT",295.0,"Fri, 14 Feb 2020 19:40:15 GMT",20.0
1_1_178_823_2020-02-14 19:32:20.764337,0001,"Fri, 14 Feb 2020 19:32:21 GMT","Fri, 14 Feb 2020 22:08:40 GMT","Fri, 14 Feb 2020 21:41:37 GMT",5.587,1,12.0,"Sat, 15 Feb 2020 02:26:21 GMT",414.0,"Fri, 14 Feb 2020 19:32:27 GMT",12.0
1_1_179_800_2020-02-14 19:05:32.119706,0001,"Fri, 14 Feb 2020 19:05:32 GMT","Sat, 15 Feb 2020 00:22:58 GMT","Sat, 15 Feb 2020 00:23:57 GMT",31.573,1,75.0,"Sat, 15 Feb 2020 07:05:32 GMT",720.0,"Fri, 14 Feb 2020 19:06:16 GMT",75.0
1_1_179_779_2020-02-14 18:55:48.056374,0001,"Fri, 14 Feb 2020 18:55:48 GMT","Fri, 14 Feb 2020 19:27:04 GMT","Fri, 14 Feb 2020 19:28:03 GMT",3.09,1,13.75,"Fri, 14 Feb 2020 20:59:48 GMT",124.0,"Fri, 14 Feb 2020 18:56:09 GMT",13.75
1_1_179_788_2020-02-14 18:25:22.366948,0001,"Fri, 14 Feb 2020 18:25:23 GMT","Fri, 14 Feb 2020 22:08:06 GMT","Fri, 14 Feb 2020 22:09:05 GMT",23.81,2,24.0,"Fri, 14 Feb 2020 21:59:23 GMT",214.0,"Fri, 14 Feb 2020 18:25:43 GMT",20.0
1_1_179_809_2020-02-14 18:16:14.713246,0001,"Fri, 14 Feb 2020 18:16:21 GMT","Sat, 15 Feb 2020 01:19:19 GMT","Fri, 14 Feb 2020 20:48:08 GMT",15.265,1,17.5,"Fri, 14 Feb 2020 23:36:21 GMT",320.0,"Fri, 14 Feb 2020 18:16:20 GMT",17.5
1_1_179_781_2020-02-14 18:01:28.394816,0001,"Fri, 14 Feb 2020 18:01:28 GMT","Sat, 15 Feb 2020 00:11:22 GMT","Sat, 15 Feb 2020 00:12:18 GMT",37.789,1,56.0,"Sat, 15 Feb 2020 02:02:28 GMT",481.0,"Fri, 14 Feb 2020 18:01:44 GMT",56.0
1_1_193_820_2020-02-14 18:01:02.387550,0001,"Fri, 14 Feb 2020 18:01:02 GMT","Sat, 15 Feb 2020 04:53:45 GMT","Sat, 15 Feb 2020 03:59:38 GMT",22.696,1,52.0,"Fri, 14 Feb 2020 23:30:02 GMT",329.0,"Fri, 14 Feb 2020 18:02:03 GMT",52.0
1_1_193_827_2020-02-14 17:43:43.319957,0001,"Fri, 14 Feb 2020 17:43:43 GMT","Fri, 14 Feb 2020 19:56:24 GMT","Fri, 14 Feb 2020 19:57:23 GMT",9.295,2,26.7,"Fri, 14 Feb 2020 20:25:43 GMT",162.0,"Fri, 14 Feb 2020 18:54:00 GMT",26.7
1_1_178_824_2020-02-14 17:37:48.794095,0001,"Fri, 14 Feb 2020 17:37:49 GMT","Fri, 14 Feb 2020 21:28:52 GMT","Fri, 14 Feb 2020 20:32:04 GMT",8.703,1,36.0,"Fri, 14 Feb 2020 23:30:49 GMT",353.0,"Fri, 14 Feb 2020 17:40:20 GMT",36.0
1_1_179_815_2020-02-14 17:24:24.303984,0001,"Fri, 14 Feb 2020 17:24:24 GMT","Fri, 14 Feb 2020 20:39:13 GMT","Fri, 14 Feb 2020 20:34:21 GMT",8.014,1,8.0,"Fri, 14 Feb 2020 20:59:24 GMT",215.0,"Fri, 14 Feb 2020 17:24:31 GMT",8.0
1_1_193_816_2020-02-14 16:10:30.825639,0001,"Fri, 14 Feb 2020 16:10:31 GMT","Fri, 14 Feb 2020 19:20:00 GMT","Fri, 14 Feb 2020 19:20:59 GMT",11.811,2,24.0,"Fri, 14 Feb 2020 20:26:31 GMT",256.0,"Fri, 14 Feb 2020 19:19:36 GMT",24.0
1_1_194_821_2020-02-14 15:38:57.730773,0001,"Fri, 14 Feb 2020 15:38:58 GMT","Fri, 14 Feb 2020 20:03:11 GMT","Fri, 14 Feb 2020 20:04:11 GMT",21.531,2,27.5,"Fri, 14 Feb 2020 20:32:58 GMT",294.0,"Fri, 14 Feb 2020 18:12:54 GMT",27.5
1_1_193_829_2020-02-14 15:26:16.706213,0001,"Fri, 14 Feb 2020 15:26:17 GMT","Fri, 14 Feb 2020 19:11:06 GMT","Fri, 14 Feb 2020 19:12:05 GMT",16.762,13,24.0,"Fri, 14 Feb 2020 19:49:17 GMT",263.0,"Fri, 14 Feb 2020 15:48:28 GMT",24.0
1_1_194_822_2020-02-14 15:25:28.415483,0001,"Fri, 14 Feb 2020 15:25:28 GMT","Fri, 14 Feb 2020 21:04:38 GMT","Fri, 14 Feb 2020 18:52:46 GMT",6.88,1,25.85,"Fri, 14 Feb 2020 21:38:28 GMT",373.0,"Fri, 14 Feb 2020 15:25:44 GMT",25.85
1_1_178_823_2020-02-14 15:23:06.135118,0001,"Fri, 14 Feb 2020 15:23:06 GMT","Fri, 14 Feb 2020 19:20:20 GMT","Fri, 14 Feb 2020 17:52:32 GMT",9.705,1,30.0,"Fri, 14 Feb 2020 18:02:06 GMT",159.0,"Fri, 14 Feb 2020 15:23:26 GMT",30.0
1_1_191_785_2020-02-14 15:18:41.962312,0001,"Fri, 14 Feb 2020 15:18:42 GMT","Fri, 14 Feb 2020 19:57:03 GMT","Fri, 14 Feb 2020 16:57:57 GMT",8.157,1,16.0,"Fri, 14 Feb 2020 19:17:42 GMT",239.0,"Fri, 14 Feb 2020 15:18:56 GMT",16.0
1_1_178_828_2020-02-14 15:17:39.245626,0001,"Fri, 14 Feb 2020 15:17:39 GMT","Fri, 14 Feb 2020 21:13:02 GMT","Fri, 14 Feb 2020 19:57:27 GMT",13.121,1,20.0,"Fri, 14 Feb 2020 19:49:39 GMT",272.0,"Fri, 14 Feb 2020 15:17:43 GMT",20.0
1_1_178_817_2020-02-14 15:11:34.025757,0001,"Fri, 14 Feb 2020 15:11:34 GMT","Sat, 15 Feb 2020 00:52:10 GMT","Fri, 14 Feb 2020 21:28:03 GMT",29.447,1,68.51,"Sat, 15 Feb 2020 03:11:34 GMT",720.0,"Fri, 14 Feb 2020 15:11:52 GMT",68.51
1_1_193_825_2020-02-14 15:03:52.575696,0001,"Fri, 14 Feb 2020 15:03:53 GMT","Fri, 14 Feb 2020 20:17:41 GMT","Fri, 14 Feb 2020 20:18:41 GMT",25.909,3,68.0,"Fri, 14 Feb 2020 21:09:53 GMT",366.0,"Fri, 14 Feb 2020 15:46:22 GMT",60.0
1_1_179_813_2020-02-14 15:01:24.516719,0001,"Fri, 14 Feb 2020 15:01:30 GMT","Fri, 14 Feb 2020 19:06:45 GMT","Fri, 14 Feb 2020 19:04:47 GMT",23.18,2,49.95,"Fri, 14 Feb 2020 17:44:30 GMT",163.0,"Fri, 14 Feb 2020 18:18:20 GMT",49.95
1_1_194_818_2020-02-14 14:50:42.785633,0001,"Fri, 14 Feb 2020 14:50:43 GMT","Fri, 14 Feb 2020 20:08:08 GMT","Fri, 14 Feb 2020 20:09:08 GMT",13.256,1,40.04,"Sat, 15 Feb 2020 02:50:43 GMT",720.0,"Fri, 14 Feb 2020 14:53:40 GMT",40.04
1_1_193_819_2020-02-14 14:48:24.066713,0001,"Fri, 14 Feb 2020 14:48:24 GMT","Sat, 15 Feb 2020 01:32:34 GMT","Fri, 14 Feb 2020 18:26:16 GMT",6.244,1,10.0,"Sat, 15 Feb 2020 00:03:24 GMT",555.0,"Fri, 14 Feb 2020 14:48:50 GMT",10.0
1_1_179_801_2020-02-14 14:30:41.309086,0001,"Fri, 14 Feb 2020 14:30:47 GMT","Sat, 15 Feb 2020 00:23:13 GMT","Fri, 14 Feb 2020 17:18:44 GMT",10.27,1,32.0,"Fri, 14 Feb 2020 19:55:47 GMT",325.0,"Fri, 14 Feb 2020 14:30:47 GMT",32.0
1_1_179_794_2020-02-14 13:53:39.608307,0001,"Fri, 14 Feb 2020 13:53:40 GMT","Fri, 14 Feb 2020 23:00:46 GMT","Fri, 14 Feb 2020 17:08:24 GMT",9.658,2,21.0,"Fri, 14 Feb 2020 23:01:40 GMT",548.0,"Fri, 14 Feb 2020 14:15:02 GMT",21.0
1_1_179_799_2020-02-14 13:42:19.008825,0001,"Fri, 14 Feb 2020 13:42:19 GMT","Fri, 14 Feb 2020 18:47:59 GMT","Fri, 14 Feb 2020 14:15:18 GMT",2.914,1,40.0,"Fri, 14 Feb 2020 23:33:19 GMT",591.0,"Fri, 14 Feb 2020 13:42:47 GMT",40.0
1_1_194_826_2020-02-14 12:52:14.014020,0001,"Fri, 14 Feb 2020 12:52:14 GMT","Fri, 14 Feb 2020 20:19:53 GMT","Fri, 14 Feb 2020 14:59:35 GMT",5.896,2,12.0,"Sat, 15 Feb 2020 13:24:14 GMT",1472.0,"Fri, 14 Feb 2020 20:17:39 GMT",12.0
1_1_193_819_2020-02-14 05:45:26.598761,0001,"Fri, 14 Feb 2020 05:45:27 GMT","Fri, 14 Feb 2020 07:31:58 GMT","Fri, 14 Feb 2020 07:32:58 GMT",5.465,1,8.0,"Fri, 14 Feb 2020 08:20:27 GMT",155.0,"Fri, 14 Feb 2020 05:45:54 GMT",8.0
1_1_194_818_2020-02-14 02:12:04.003895,0001,"Fri, 14 Feb 2020 02:12:04 GMT","Fri, 14 Feb 2020 05:13:44 GMT","Fri, 14 Feb 2020 05:14:44 GMT",18.882,1,40.0,"Fri, 14 Feb 2020 08:20:04 GMT",368.0,"Fri, 14 Feb 2020 02:13:21 GMT",40.0
1_1_178_828_2020-02-14 01:51:34.903860,0001,"Fri, 14 Feb 2020 01:51:35 GMT","Fri, 14 Feb 2020 05:36:28 GMT","Fri, 14 Feb 2020 04:40:11 GMT",17.25,2,52.0,"Fri, 14 Feb 2020 07:20:35 GMT",329.0,"Fri, 14 Feb 2020 01:51:51 GMT",8.0
1_1_178_817_2020-02-14 01:39:32.574990,0001,"Fri, 14 Feb 2020 01:39:43 GMT","Fri, 14 Feb 2020 07:17:58 GMT","Fri, 14 Feb 2020 07:18:50 GMT",30.785,2,35.7,"Fri, 14 Feb 2020 06:56:43 GMT",317.0,"Fri, 14 Feb 2020 07:15:33 GMT",35.7
1_1_193_829_2020-02-14 00:30:57.534105,0001,"Fri, 14 Feb 2020 00:30:58 GMT","Fri, 14 Feb 2020 01:52:56 GMT","Fri, 14 Feb 2020 01:53:55 GMT",7.435,1,56.0,"Fri, 14 Feb 2020 02:15:58 GMT",105.0,"Fri, 14 Feb 2020 00:31:12 GMT",56.0
1_1_193_816_2020-02-13 23:56:42.312516,0001,"Thu, 13 Feb 2020 23:56:42 GMT","Fri, 14 Feb 2020 01:55:04 GMT","Fri, 14 Feb 2020 01:33:12 GMT",4.418,3,7.5,"Fri, 14 Feb 2020 08:45:42 GMT",529.0,"Fri, 14 Feb 2020 01:54:50 GMT",7.5
1_1_179_798_2020-02-13 23:55:00.816606,0001,"Thu, 13 Feb 2020 23:55:01 GMT","Fri, 14 Feb 2020 02:14:54 GMT","Fri, 14 Feb 2020 01:57:50 GMT",12.241,1,18.0,"Fri, 14 Feb 2020 02:33:01 GMT",158.0,"Thu, 13 Feb 2020 23:56:28 GMT",18.0
1_1_194_821_2020-02-13 23:54:30.611341,0001,"Thu, 13 Feb 2020 23:54:31 GMT","Fri, 14 Feb 2020 02:15:08 GMT","Fri, 14 Feb 2020 02:16:07 GMT",13.274,1,16.0,"Fri, 14 Feb 2020 05:21:31 GMT",327.0,"Thu, 13 Feb 2020 23:54:46 GMT",16.0
1_1_178_824_2020-02-13 23:36:02.365971,0001,"Thu, 13 Feb 2020 23:36:02 GMT","Fri, 14 Feb 2020 00:58:08 GMT","Fri, 14 Feb 2020 00:59:08 GMT",8.256,1,16.02,"Fri, 14 Feb 2020 02:30:02 GMT",174.0,"Thu, 13 Feb 2020 23:36:11 GMT",16.02
1_1_191_786_2020-02-13 23:25:05.116837,0001,"Thu, 13 Feb 2020 23:25:24 GMT","Fri, 14 Feb 2020 01:33:20 GMT","Fri, 14 Feb 2020 01:11:05 GMT",10.693,1,14.3,"Fri, 14 Feb 2020 01:17:24 GMT",112.0,"Thu, 13 Feb 2020 23:25:23 GMT",14.3
1_1_193_819_2020-02-13 23:03:24.517824,0001,"Thu, 13 Feb 2020 23:03:38 GMT","Fri, 14 Feb 2020 01:52:21 GMT","Fri, 14 Feb 2020 01:19:47 GMT",12.336,1,20.0,"Fri, 14 Feb 2020 01:59:38 GMT",176.0,"Thu, 13 Feb 2020 23:03:37 GMT",20.0
1_1_179_794_2020-02-13 22:58:16.282783,0001,"Thu, 13 Feb 2020 22:58:16 GMT","Fri, 14 Feb 2020 02:27:43 GMT","Fri, 14 Feb 2020 01:31:30 GMT",8.175,1,15.0,"Fri, 14 Feb 2020 08:27:16 GMT",569.0,"Thu, 13 Feb 2020 22:58:36 GMT",15.0
1_1_191_780_2020-02-13 22:27:56.419718,0001,"Thu, 13 Feb 2020 22:27:56 GMT","Fri, 14 Feb 2020 01:58:03 GMT","Fri, 14 Feb 2020 00:31:18 GMT",11.172,2,4.58,"Fri, 14 Feb 2020 02:02:56 GMT",215.0,"Thu, 13 Feb 2020 22:28:45 GMT",4.58
1_1_178_823_2020-02-13 22:21:36.559706,0001,"Thu, 13 Feb 2020 22:21:37 GMT","Fri, 14 Feb 2020 02:59:02 GMT","Fri, 14 Feb 2020 02:38:02 GMT",23.92,1,25.0,"Fri, 14 Feb 2020 02:34:37 GMT",253.0,"Thu, 13 Feb 2020 22:21:53 GMT",25.0
1_1_191_811_2020-02-13 22:17:17.442392,0001,"Thu, 13 Feb 2020 22:17:17 GMT","Fri, 14 Feb 2020 03:16:08 GMT","Fri, 14 Feb 2020 00:32:00 GMT",13.111,5,20.0,"Fri, 14 Feb 2020 02:57:17 GMT",280.0,"Fri, 14 Feb 2020 00:35:10 GMT",16.0
1_1_194_821_2020-02-13 21:44:21.776320,0001,"Thu, 13 Feb 2020 21:44:22 GMT","Thu, 13 Feb 2020 23:54:27 GMT","Thu, 13 Feb 2020 21:56:22 GMT",0.633,1,16.0,"Fri, 14 Feb 2020 01:02:22 GMT",198.0,"Thu, 13 Feb 2020 21:44:46 GMT",16.0
1_1_179_801_2020-02-13 21:23:38.687507,0001,"Thu, 13 Feb 2020 21:23:39 GMT","Fri, 14 Feb 2020 00:30:03 GMT","Fri, 14 Feb 2020 00:31:02 GMT",19.575,2,31.5,"Fri, 14 Feb 2020 01:55:39 GMT",272.0,"Fri, 14 Feb 2020 00:28:36 GMT",31.5
1_1_179_798_2020-02-13 20:41:46.997005,0001,"Thu, 13 Feb 2020 20:41:47 GMT","Thu, 13 Feb 2020 23:20:55 GMT","Thu, 13 Feb 2020 23:21:55 GMT",9.676,1,20.0,"Fri, 14 Feb 2020 01:00:47 GMT",259.0,"Thu, 13 Feb 2020 20:42:00 GMT",20.0
1_1_178_828_2020-02-13 20:13:20.196577,0001,"Thu, 13 Feb 2020 20:13:20 GMT","Fri, 14 Feb 2020 01:00:21 GMT","Thu, 13 Feb 2020 23:23:17 GMT",17.704,1,32.0,"Fri, 14 Feb 2020 01:03:20 GMT",290.0,"Thu, 13 Feb 2020 20:13:41 GMT",32.0
1_1_179_783_2020-02-13 20:07:39.926360,0001,"Thu, 13 Feb 2020 20:07:40 GMT","Fri, 14 Feb 2020 03:26:04 GMT","Fri, 14 Feb 2020 03:27:04 GMT",45.78,2,47.5,"Fri, 14 Feb 2020 03:11:40 GMT",424.0,"Thu, 13 Feb 2020 20:08:12 GMT",47.5
1_1_179_801_2020-02-13 19:37:42.492781,0001,"Thu, 13 Feb 2020 19:37:42 GMT","Thu, 13 Feb 2020 21:14:03 GMT","Thu, 13 Feb 2020 21:15:03 GMT",9.749,1,26.7,"Thu, 13 Feb 2020 21:54:42 GMT",137.0,"Thu, 13 Feb 2020 19:38:00 GMT",26.7
